Person Count,Height (cm),Weight (kg),Gender,Age,Time of Day,Density Level,Occlusion Level,Clothing Color,Posture,Carrying Object,Facial Visibility,Emotion,Group Size,Distance from Camera (m),Walking Speed (m/s)
24,171,60,Female,34,Afternoon,High,High,Red,Mixed,No Object,Not Visible,Happy,1,8,1.23
5,151,88,Female,43,Evening,Medium,Low,Brown,Upright,Laptop,Not Visible,Neutral,2,44,2.25
22,145,49,Female,51,Evening,Medium,Medium,Yellow,Upright,No Object,Visible,Sad,9,35,1.86
18,173,70,Male,24,Afternoon,High,Medium,Red,Moving,No Object,Partially Visible,Happy,2,19,1.74
10,168,52,Male,47,Morning,Low,Medium,Green,Bending,No Object,Not Visible,Sad,8,17,1.68
20,179,89,Female,51,Night,High,Medium,Black,Upright,Purse,Visible,Neutral,3,14,1.47
21,160,65,Female,50,Morning,Medium,High,Blue,Upright,Purse,Visible,Neutral,7,38,1.83
5,183,78,Male,50,Night,Low,Medium,Purple,Upright,Purse,Visible,Neutral,8,41,2.28
7,163,88,Male,59,Night,High,High,Brown,Bending,No Object,Visible,Sad,4,20,1.24
18,178,71,Female,43,Morning,Medium,Low,Blue,Upright,Purse,Not Visible,Sad,10,25,1.66
24,149,47,Male,29,Evening,Very High,High,Black,Upright,No Object,Not Visible,Happy,10,58,1.46
5,149,56,Female,32,Evening,Medium,High,Red,Moving,Laptop,Partially Visible,Neutral,3,43,1.88
18,180,55,Male,47,Morning,Medium,High,Red,Upright,Bag,Visible,Happy,9,37,1.79
7,182,90,Male,23,Night,Medium,Low,Yellow,Bending,Purse,Not Visible,Happy,8,11,1.8
18,187,90,Female,40,Morning,Medium,High,Purple,Upright,No Object,Visible,Neutral,3,36,1.89
17,159,68,Female,39,Morning,High,Low,Blue,Upright,Purse,Visible,Neutral,9,26,1.68
6,146,89,Female,43,Night,High,Medium,Blue,Bending,No Object,Visible,Neutral,4,51,1.99
18,189,57,Female,32,Evening,High,Low,Brown,Bending,No Object,Not Visible,Happy,3,15,1.74
22,172,78,Male,47,Morning,Medium,Medium,Black,Mixed,Bag,Partially Visible,Happy,8,59,2.27
22,156,64,Female,15,Morning,Medium,Medium,Red,Upright,No Object,Partially Visible,Happy,2,56,2.41
5,179,57,Female,47,Afternoon,Low,Low,Brown,Upright,No Object,Partially Visible,Happy,11,47,2.48
9,185,57,Female,50,Morning,High,Low,Blue,Upright,Purse,Visible,Happy,5,32,2.03
9,157,65,Male,54,Morning,Medium,Low,Red,Bending,Purse,Visible,Sad,6,37,2.12
14,179,61,Female,56,Evening,Medium,Medium,Black,Upright,Purse,Not Visible,Happy,8,54,2.15
7,180,55,Male,28,Morning,Medium,High,Yellow,Moving,No Object,Not Visible,Sad,10,52,1.75
22,167,61,Female,14,Afternoon,Medium,Medium,Black,Moving,Purse,Partially Visible,Happy,9,49,2.12
20,173,51,Female,43,Afternoon,High,High,Brown,Upright,No Object,Visible,Neutral,5,14,1.23
21,157,93,Male,16,Night,High,High,Blue,Upright,Bag,Not Visible,Happy,9,27,1.26
8,186,63,Female,25,Night,Very High,Low,Black,Upright,No Object,Visible,Happy,5,47,1.97
5,189,50,Female,45,Night,Low,Medium,Brown,Bending,No Object,Visible,Neutral,6,11,1.83
23,189,73,Female,40,Afternoon,Medium,Medium,Black,Bending,Purse,Visible,Neutral,8,42,2.08
10,178,89,Female,41,Evening,Low,Low,Blue,Moving,No Object,Visible,Neutral,7,24,2.18
18,146,62,Female,48,Evening,High,Medium,Purple,Bending,Purse,Partially Visible,Neutral,1,35,1.81
23,161,87,Male,19,Night,High,Medium,Red,Upright,No Object,Partially Visible,Neutral,1,55,2.06
5,165,75,Female,49,Evening,Medium,Medium,Purple,Upright,No Object,Visible,Neutral,2,52,2.31
5,188,81,Female,40,Night,High,Medium,Yellow,Upright,No Object,Visible,Happy,1,25,1.92
5,169,59,Male,32,Evening,Medium,Low,Red,Mixed,No Object,Partially Visible,Happy,9,44,2.34
8,169,46,Male,34,Night,Low,High,Blue,Moving,No Object,Visible,Neutral,3,5,1.77
6,151,62,Male,36,Evening,Medium,Low,Green,Moving,No Object,Visible,Sad,3,44,2.21
21,180,91,Female,38,Evening,Low,High,Purple,Moving,No Object,Visible,Happy,4,12,1.83
17,160,84,Male,28,Evening,Very High,Low,Black,Upright,Laptop,Not Visible,Neutral,2,55,2.03
24,149,84,Female,22,Afternoon,High,Medium,Blue,Moving,Purse,Not Visible,Neutral,10,21,1.24
21,189,88,Female,20,Evening,High,Medium,Purple,Moving,No Object,Visible,Sad,1,43,1.83
24,153,63,Male,28,Afternoon,Very High,Low,Red,Upright,No Object,Partially Visible,Happy,3,41,1.95
9,145,61,Female,24,Evening,High,Low,Yellow,Upright,No Object,Not Visible,Neutral,3,19,1.62
10,148,91,Female,36,Afternoon,Medium,Low,Yellow,Bending,No Object,Visible,Neutral,1,51,2.59
21,165,73,Female,55,Night,Low,Medium,Green,Moving,No Object,Not Visible,Neutral,3,15,1.76
9,149,59,Female,17,Evening,Medium,High,Red,Upright,No Object,Visible,Neutral,3,54,2.17
6,182,58,Male,26,Evening,Very High,Low,Purple,Moving,Bag,Partially Visible,Neutral,4,33,1.67
18,168,88,Male,14,Morning,Very High,Medium,Purple,Mixed,Purse,Partially Visible,Happy,2,30,1.55
21,159,47,Male,58,Night,High,High,Green,Mixed,No Object,Visible,Happy,11,17,1.33
24,145,48,Male,45,Night,Low,Medium,Blue,Upright,No Object,Partially Visible,Neutral,9,5,1.56
23,166,81,Female,23,Morning,Low,High,Blue,Upright,No Object,Partially Visible,Neutral,8,43,2.04
7,151,45,Male,31,Afternoon,Very High,Medium,Red,Bending,No Object,Visible,Neutral,7,45,1.7
20,189,53,Female,46,Evening,Low,Medium,Brown,Upright,Purse,Partially Visible,Neutral,8,51,2.29
21,158,94,Female,57,Night,Medium,Low,Black,Upright,No Object,Not Visible,Sad,11,58,2.1
18,166,66,Male,39,Evening,Medium,Low,Green,Moving,No Object,Not Visible,Neutral,2,21,1.95
21,145,81,Female,25,Afternoon,Medium,Medium,Brown,Upright,No Object,Partially Visible,Neutral,6,36,1.93
21,150,69,Male,45,Afternoon,High,High,Brown,Upright,Purse,Visible,Happy,3,55,2.06
13,154,49,Female,44,Night,Very High,Low,Red,Mixed,No Object,Visible,Neutral,5,36,1.68
5,147,54,Male,42,Night,High,High,Green,Upright,Bag,Visible,Happy,10,46,1.74
14,177,83,Male,14,Night,Medium,Low,Purple,Mixed,No Object,Not Visible,Neutral,7,44,2.11
9,187,49,Male,45,Afternoon,Medium,Medium,Yellow,Upright,No Object,Partially Visible,Neutral,7,59,2.17
7,189,74,Female,12,Afternoon,Very High,High,Yellow,Upright,No Object,Not Visible,Neutral,2,23,1.15
7,156,62,Male,55,Morning,Medium,High,Purple,Upright,Purse,Visible,Happy,9,15,1.5
18,180,63,Female,54,Night,Medium,Medium,Red,Upright,No Object,Not Visible,Neutral,8,55,2.0
15,167,92,Male,39,Night,High,Low,Blue,Upright,No Object,Not Visible,Happy,4,30,1.84
15,147,75,Male,43,Morning,Low,Low,Black,Moving,No Object,Partially Visible,Neutral,4,15,2.06
19,149,75,Female,15,Morning,Low,Low,Black,Mixed,No Object,Not Visible,Neutral,7,40,2.3
15,169,62,Female,53,Evening,Very High,High,Yellow,Upright,No Object,Visible,Neutral,9,51,1.4
17,164,64,Male,24,Afternoon,High,Low,Yellow,Upright,Purse,Visible,Happy,6,46,2.23
6,145,79,Male,24,Afternoon,Low,Medium,Brown,Bending,Purse,Visible,Neutral,10,23,2.01
22,186,46,Male,45,Afternoon,Medium,Low,Blue,Upright,Purse,Visible,Happy,3,55,2.69
13,177,56,Female,57,Evening,Very High,Medium,Brown,Upright,Bag,Visible,Neutral,8,7,0.94
8,167,75,Male,35,Night,High,Low,Yellow,Upright,No Object,Partially Visible,Sad,10,54,1.84
21,189,76,Male,36,Night,High,Medium,Yellow,Upright,Laptop,Visible,Happy,8,15,1.52
19,188,49,Female,38,Afternoon,Low,Medium,Brown,Bending,No Object,Visible,Neutral,4,17,1.94
6,188,84,Male,25,Night,Very High,High,Red,Upright,No Object,Visible,Happy,6,22,1.18
8,156,72,Male,40,Evening,Very High,High,Blue,Moving,Purse,Partially Visible,Neutral,6,28,1.05
5,184,56,Female,58,Morning,Medium,Medium,Yellow,Upright,No Object,Not Visible,Neutral,4,7,1.48
10,167,82,Male,30,Night,Medium,Low,Purple,Upright,No Object,Visible,Neutral,2,44,2.54
6,177,94,Male,49,Afternoon,High,High,Yellow,Bending,Purse,Partially Visible,Neutral,3,12,1.17
19,183,66,Male,49,Evening,High,High,Green,Upright,No Object,Not Visible,Sad,8,12,0.92
15,152,59,Female,52,Evening,High,High,Brown,Moving,No Object,Partially Visible,Sad,3,5,0.98
24,165,59,Female,46,Night,Very High,Medium,Blue,Bending,Purse,Partially Visible,Sad,9,57,1.47
19,150,74,Female,56,Night,High,Low,Brown,Moving,No Object,Partially Visible,Happy,9,7,1.53
17,157,47,Female,46,Night,Medium,High,Blue,Upright,No Object,Not Visible,Sad,5,46,1.84
15,163,69,Male,58,Evening,Medium,Low,Yellow,Upright,No Object,Visible,Neutral,5,39,2.29
6,183,46,Male,46,Afternoon,High,Low,Yellow,Upright,Bag,Partially Visible,Happy,11,50,2.06
6,183,46,Male,52,Afternoon,Medium,Low,Red,Bending,Bag,Visible,Neutral,1,29,2.24
17,162,66,Male,54,Night,Low,Medium,Purple,Bending,Purse,Visible,Happy,3,54,2.73
5,159,82,Female,59,Morning,High,Low,Yellow,Upright,No Object,Partially Visible,Neutral,8,30,1.73
5,168,89,Male,40,Evening,Medium,Medium,Green,Upright,No Object,Not Visible,Happy,10,14,1.55
9,186,49,Female,46,Evening,High,Medium,Black,Upright,No Object,Not Visible,Neutral,6,54,1.95
22,188,57,Female,58,Morning,Low,Medium,Red,Upright,Purse,Not Visible,Happy,8,28,2.01
14,155,66,Male,30,Evening,Medium,Low,Purple,Upright,Purse,Partially Visible,Happy,3,5,1.86
19,153,73,Female,17,Afternoon,Medium,High,Red,Bending,Purse,Partially Visible,Sad,11,40,1.54
13,176,94,Female,54,Afternoon,High,Medium,Purple,Mixed,No Object,Not Visible,Neutral,7,22,1.41
8,158,79,Male,42,Evening,High,Medium,Brown,Upright,Laptop,Visible,Neutral,9,50,2.0
12,153,71,Male,32,Morning,Medium,Medium,Purple,Upright,No Object,Visible,Neutral,2,13,1.84
6,146,48,Male,46,Morning,Medium,Low,Green,Upright,No Object,Visible,Sad,6,45,2.24
20,163,49,Female,13,Afternoon,Low,Medium,Purple,Upright,No Object,Partially Visible,Neutral,9,50,2.35
8,162,52,Female,34,Evening,High,Low,Green,Bending,Purse,Partially Visible,Happy,5,11,1.7
12,170,78,Male,24,Morning,Very High,High,Green,Upright,Laptop,Not Visible,Sad,11,37,1.04
24,154,61,Female,25,Afternoon,High,Low,Green,Mixed,No Object,Visible,Neutral,10,40,1.8
16,177,57,Male,58,Afternoon,Low,High,Purple,Moving,Bag,Not Visible,Happy,2,55,2.47
14,175,78,Male,38,Evening,High,Medium,Black,Upright,No Object,Partially Visible,Happy,10,21,1.33
15,165,85,Male,18,Afternoon,Medium,Low,Black,Mixed,No Object,Not Visible,Happy,5,31,2.15
20,153,66,Male,29,Morning,Low,Medium,Brown,Bending,No Object,Visible,Sad,7,27,2.0
10,167,89,Male,23,Evening,Low,Low,Black,Mixed,No Object,Partially Visible,Sad,5,25,2.08
17,175,81,Male,55,Night,Low,High,Black,Upright,Laptop,Partially Visible,Neutral,8,59,2.15
22,161,80,Male,25,Evening,Low,High,Green,Mixed,No Object,Partially Visible,Neutral,5,41,2.1
16,156,88,Female,29,Afternoon,High,Medium,Blue,Upright,No Object,Visible,Sad,6,13,1.31
13,167,54,Male,28,Afternoon,Medium,Medium,Purple,Upright,No Object,Visible,Neutral,7,52,2.22
7,160,82,Female,20,Morning,High,High,Black,Mixed,Purse,Visible,Neutral,3,10,1.25
9,163,92,Female,49,Morning,Very High,Medium,Purple,Upright,Bag,Visible,Sad,5,53,1.63
23,160,94,Female,39,Afternoon,Medium,Medium,Black,Upright,Laptop,Partially Visible,Happy,1,27,2.06
15,158,73,Male,32,Evening,Medium,Low,Brown,Upright,No Object,Partially Visible,Happy,1,42,2.43
11,177,82,Female,31,Afternoon,High,Low,Black,Upright,No Object,Partially Visible,Neutral,8,52,2.08
13,165,89,Male,44,Night,Low,Medium,Purple,Upright,No Object,Visible,Neutral,4,52,2.56
16,165,87,Male,16,Evening,Medium,Medium,Red,Upright,Bag,Visible,Happy,8,13,1.64
15,174,89,Female,56,Morning,Medium,High,Black,Bending,No Object,Partially Visible,Neutral,9,27,1.53
18,161,86,Male,39,Evening,High,Medium,Blue,Moving,Bag,Partially Visible,Neutral,8,9,1.24
10,149,64,Female,22,Evening,High,Medium,Purple,Upright,Laptop,Partially Visible,Neutral,5,40,1.85
17,183,81,Male,37,Morning,High,Medium,Black,Moving,Purse,Partially Visible,Sad,7,28,1.46
13,147,65,Female,52,Afternoon,High,High,Purple,Bending,Purse,Not Visible,Sad,9,59,1.51
23,170,85,Female,20,Night,Medium,Medium,Blue,Moving,No Object,Not Visible,Neutral,4,39,2.03
8,156,85,Female,37,Afternoon,High,High,Blue,Moving,No Object,Partially Visible,Neutral,5,29,1.36
7,154,91,Female,40,Afternoon,Very High,Low,Brown,Mixed,No Object,Visible,Neutral,3,13,1.44
14,146,74,Female,50,Morning,Medium,Medium,Blue,Upright,No Object,Visible,Happy,3,20,2.02
15,185,68,Male,39,Morning,Very High,High,Green,Bending,Purse,Partially Visible,Neutral,1,49,1.67
18,164,53,Male,47,Afternoon,Very High,High,Green,Mixed,No Object,Visible,Neutral,1,12,1.21
13,160,76,Male,49,Night,Medium,Low,Blue,Moving,Laptop,Visible,Sad,2,51,2.48
23,178,73,Female,54,Night,Low,Medium,Red,Upright,Laptop,Visible,Sad,9,38,2.07
14,146,70,Female,29,Evening,Low,Low,Brown,Bending,No Object,Not Visible,Happy,7,33,2.35
7,170,78,Female,45,Night,High,Low,Yellow,Moving,No Object,Visible,Sad,1,31,1.91
7,167,87,Female,23,Evening,Low,High,Green,Upright,No Object,Partially Visible,Neutral,9,6,1.42
24,169,52,Male,52,Evening,Medium,High,Blue,Bending,No Object,Not Visible,Happy,9,17,1.41
7,150,66,Female,57,Afternoon,High,Low,Blue,Moving,Purse,Partially Visible,Neutral,10,33,1.78
23,187,81,Female,26,Morning,Very High,High,Brown,Bending,Purse,Visible,Sad,11,31,1.02
10,155,85,Male,38,Afternoon,High,Medium,Yellow,Upright,Purse,Not Visible,Neutral,1,16,1.55
6,175,83,Male,51,Night,High,High,Black,Bending,No Object,Partially Visible,Neutral,6,49,1.64
11,178,84,Female,13,Evening,Medium,High,Black,Bending,Laptop,Visible,Neutral,9,29,1.62
17,160,87,Male,45,Night,Low,High,Brown,Upright,Purse,Partially Visible,Neutral,3,26,1.96
13,150,93,Female,51,Morning,High,High,Purple,Bending,Bag,Visible,Neutral,7,46,1.74
20,158,75,Female,53,Morning,Low,High,Purple,Upright,Laptop,Partially Visible,Neutral,1,13,1.8
17,181,57,Female,21,Afternoon,Medium,Medium,Blue,Moving,Purse,Not Visible,Sad,4,7,1.4
13,185,73,Female,48,Afternoon,Very High,Low,Black,Moving,No Object,Partially Visible,Neutral,11,22,1.29
17,187,80,Female,49,Night,Medium,Low,Purple,Moving,Laptop,Not Visible,Happy,8,5,1.56
24,155,50,Female,12,Afternoon,High,High,Brown,Bending,No Object,Visible,Neutral,3,25,1.54
13,172,82,Female,45,Evening,High,Low,Yellow,Upright,No Object,Not Visible,Neutral,11,12,1.32
8,151,72,Male,42,Evening,High,High,Purple,Moving,No Object,Partially Visible,Neutral,3,41,1.68
13,176,91,Female,58,Afternoon,Medium,Low,Red,Upright,No Object,Visible,Neutral,5,7,1.69
21,163,55,Female,14,Night,Medium,High,Brown,Bending,No Object,Not Visible,Happy,5,16,1.51
9,177,90,Female,58,Morning,Low,Medium,Black,Upright,No Object,Not Visible,Neutral,7,19,1.84
23,175,67,Male,39,Morning,High,High,Blue,Bending,Laptop,Visible,Sad,3,37,1.52
16,189,73,Male,25,Evening,Medium,High,Brown,Bending,Purse,Partially Visible,Neutral,3,27,1.75
17,166,78,Female,30,Evening,Medium,Medium,Red,Upright,Bag,Visible,Neutral,8,47,2.15
11,160,73,Male,48,Afternoon,High,Medium,Black,Upright,Laptop,Visible,Neutral,3,47,2.02
23,168,90,Male,59,Night,Low,Low,Green,Upright,No Object,Visible,Neutral,2,26,2.41
5,152,53,Female,27,Morning,Medium,High,Green,Upright,Purse,Visible,Neutral,2,6,1.51
10,150,81,Male,59,Afternoon,Low,High,Brown,Upright,Purse,Visible,Neutral,4,57,2.45
13,168,93,Female,42,Morning,Medium,Low,Purple,Moving,No Object,Visible,Neutral,1,24,2.1
14,182,56,Male,21,Morning,Low,Low,Purple,Moving,Bag,Not Visible,Neutral,1,34,2.38
14,168,57,Male,40,Evening,Low,Medium,Brown,Mixed,Bag,Visible,Neutral,8,56,2.5
7,180,68,Female,50,Evening,Very High,Low,Green,Upright,No Object,Not Visible,Neutral,6,40,1.66
9,153,81,Male,14,Evening,Very High,High,Purple,Upright,Laptop,Visible,Happy,2,36,1.6
6,165,92,Female,15,Night,High,Low,Purple,Upright,No Object,Visible,Neutral,3,23,1.91
16,172,84,Female,12,Morning,High,High,Yellow,Bending,Bag,Partially Visible,Neutral,8,50,1.58
12,160,84,Male,39,Evening,High,High,Purple,Moving,Purse,Visible,Happy,9,15,1.28
16,145,67,Female,14,Morning,Very High,High,Yellow,Moving,No Object,Visible,Happy,10,31,1.36
16,148,77,Male,56,Night,Medium,Medium,Yellow,Upright,Laptop,Not Visible,Neutral,3,24,1.72
19,186,55,Female,18,Evening,Low,Low,Yellow,Bending,Purse,Visible,Neutral,10,10,1.89
15,172,68,Male,15,Night,High,High,Brown,Mixed,No Object,Visible,Neutral,5,20,1.36
17,156,54,Male,24,Evening,Very High,Medium,Brown,Upright,Purse,Partially Visible,Neutral,4,15,1.28
16,156,46,Male,48,Afternoon,Medium,High,Green,Moving,Purse,Visible,Sad,7,9,1.24
18,146,87,Female,55,Evening,Medium,Low,Purple,Moving,No Object,Partially Visible,Happy,2,46,2.53
17,187,85,Male,24,Night,Medium,Low,Brown,Upright,Purse,Visible,Neutral,6,44,2.33
11,149,70,Female,36,Morning,Medium,High,Brown,Mixed,No Object,Visible,Neutral,5,52,2.0
9,179,45,Male,49,Night,High,High,Yellow,Moving,No Object,Visible,Neutral,7,6,1.1
20,155,49,Male,50,Evening,Medium,Low,Red,Moving,Purse,Visible,Sad,2,30,2.07
11,160,50,Female,19,Morning,Very High,Medium,Purple,Upright,No Object,Partially Visible,Sad,1,41,1.57
15,157,80,Male,52,Night,High,Low,Brown,Upright,No Object,Not Visible,Happy,5,32,1.96
8,182,55,Male,53,Morning,Low,Medium,Purple,Bending,Bag,Partially Visible,Happy,11,6,1.68
13,146,57,Female,47,Evening,High,Low,Red,Upright,Laptop,Visible,Sad,7,29,1.67
15,160,88,Female,37,Morning,High,Low,Blue,Upright,Purse,Not Visible,Happy,7,11,1.62
17,157,88,Male,30,Morning,Medium,Low,Purple,Upright,Purse,Partially Visible,Sad,8,6,1.44
15,157,83,Female,54,Evening,Medium,Low,Brown,Upright,Laptop,Visible,Happy,6,45,2.38
12,153,60,Female,53,Evening,High,Medium,Brown,Moving,Laptop,Visible,Neutral,3,10,1.53
24,186,73,Male,36,Evening,Medium,Low,Green,Bending,No Object,Visible,Happy,11,21,1.93
15,162,55,Female,47,Afternoon,Low,Medium,Black,Upright,No Object,Visible,Neutral,3,59,2.71
21,163,87,Female,31,Night,Medium,Medium,Black,Bending,No Object,Visible,Happy,8,57,2.5
19,162,49,Female,47,Morning,Medium,Medium,Blue,Upright,No Object,Visible,Neutral,10,7,1.38
16,189,82,Male,16,Night,High,Medium,Black,Upright,No Object,Not Visible,Sad,8,27,1.28
22,160,70,Male,55,Afternoon,Low,Low,Black,Upright,Purse,Visible,Happy,11,24,2.17
7,160,82,Female,36,Evening,High,Low,Green,Upright,Purse,Visible,Neutral,2,39,2.12
23,159,67,Female,40,Night,Medium,High,Green,Upright,Bag,Not Visible,Happy,8,42,1.79
22,159,52,Male,21,Afternoon,High,High,Yellow,Bending,No Object,Partially Visible,Neutral,2,9,1.16
15,149,82,Male,37,Afternoon,Medium,High,Brown,Upright,No Object,Visible,Happy,7,28,1.84
19,172,76,Female,12,Night,Very High,High,Black,Bending,No Object,Visible,Neutral,3,20,1.18
15,146,68,Female,54,Night,Very High,Medium,Brown,Upright,No Object,Partially Visible,Neutral,8,59,1.65
10,155,63,Male,47,Morning,Low,High,Blue,Moving,No Object,Visible,Sad,4,21,1.74
20,154,62,Male,33,Evening,High,Medium,Black,Bending,Bag,Partially Visible,Sad,2,6,1.24
9,158,69,Female,52,Afternoon,Low,High,Black,Upright,No Object,Not Visible,Happy,10,39,1.88
11,179,58,Female,50,Evening,High,High,Blue,Bending,Purse,Partially Visible,Happy,10,53,1.77
15,171,59,Female,17,Afternoon,High,High,Blue,Moving,No Object,Not Visible,Happy,2,50,1.94
21,189,58,Female,14,Morning,Medium,Medium,Black,Upright,Purse,Partially Visible,Neutral,3,12,1.69
12,160,45,Female,24,Night,Low,Low,Purple,Bending,Laptop,Partially Visible,Happy,1,45,2.73
14,186,91,Male,12,Evening,Medium,Low,Black,Moving,Bag,Visible,Sad,8,16,1.72
5,147,56,Male,39,Afternoon,High,Low,Purple,Upright,No Object,Visible,Sad,10,12,1.28
7,167,53,Male,37,Morning,High,High,Yellow,Mixed,Bag,Visible,Happy,3,34,1.77
6,180,52,Male,37,Morning,Low,Medium,Yellow,Upright,No Object,Partially Visible,Happy,5,49,2.51
6,168,94,Female,15,Afternoon,Medium,Low,Purple,Moving,Laptop,Visible,Neutral,8,52,2.32
22,186,68,Female,56,Evening,Medium,Medium,Green,Moving,No Object,Partially Visible,Neutral,5,39,2.04
21,159,61,Male,58,Afternoon,Medium,Low,Yellow,Mixed,Purse,Visible,Neutral,9,27,1.87
21,146,65,Male,40,Evening,Low,Medium,Blue,Bending,Purse,Partially Visible,Happy,9,37,2.17
6,179,49,Male,12,Afternoon,Medium,Low,Green,Moving,Laptop,Visible,Sad,9,21,1.7
6,148,60,Male,31,Morning,Very High,Medium,Black,Upright,Laptop,Not Visible,Neutral,8,12,0.9
10,179,57,Male,46,Evening,Medium,Medium,Red,Upright,No Object,Visible,Happy,5,27,2.09
16,178,85,Male,47,Morning,High,Medium,Yellow,Moving,Laptop,Partially Visible,Happy,5,14,1.54
11,182,47,Female,23,Morning,Medium,High,Purple,Upright,No Object,Partially Visible,Neutral,7,10,1.34
14,166,66,Male,51,Morning,Medium,Low,Red,Moving,No Object,Visible,Happy,2,46,2.58
8,185,84,Female,58,Afternoon,High,Medium,Purple,Upright,No Object,Not Visible,Sad,7,51,1.67
19,152,86,Male,36,Evening,Medium,Low,Red,Upright,No Object,Not Visible,Neutral,1,46,2.4
11,164,70,Male,30,Night,Low,Medium,Red,Upright,No Object,Partially Visible,Sad,8,55,2.19
6,150,56,Female,37,Morning,Very High,Medium,Yellow,Bending,Purse,Not Visible,Neutral,7,31,1.28
19,179,61,Female,13,Morning,Very High,Medium,Brown,Upright,No Object,Visible,Sad,6,42,1.45
23,177,56,Male,37,Morning,High,High,Purple,Upright,Purse,Not Visible,Neutral,4,16,1.21
5,181,78,Male,13,Afternoon,Low,Low,Green,Mixed,No Object,Not Visible,Neutral,6,29,2.2
13,179,59,Male,13,Morning,Low,High,Brown,Moving,Purse,Partially Visible,Happy,7,10,1.74
21,158,76,Male,38,Afternoon,Low,Low,Blue,Moving,No Object,Not Visible,Neutral,8,38,2.33
19,148,77,Female,36,Night,Very High,Medium,Brown,Upright,No Object,Partially Visible,Neutral,11,28,1.09
22,186,91,Male,59,Afternoon,High,High,Purple,Upright,Purse,Partially Visible,Neutral,2,35,1.66
13,167,63,Male,36,Evening,Medium,Medium,Brown,Bending,Bag,Partially Visible,Neutral,1,51,2.3
12,149,93,Male,59,Evening,Very High,High,Purple,Upright,Bag,Visible,Happy,8,7,0.93
19,186,65,Male,50,Morning,Low,High,Green,Upright,No Object,Partially Visible,Neutral,2,29,2.12
8,189,79,Male,28,Morning,Medium,Low,Purple,Mixed,Bag,Visible,Happy,2,26,2.32
9,165,78,Male,56,Afternoon,Low,High,Black,Upright,Purse,Partially Visible,Neutral,4,45,2.17
17,179,85,Female,35,Afternoon,Medium,High,Blue,Mixed,Bag,Partially Visible,Neutral,8,41,1.81
18,146,68,Male,40,Morning,Very High,Medium,Green,Upright,No Object,Visible,Sad,1,44,1.66
7,149,84,Male,16,Evening,Very High,Low,Black,Upright,No Object,Visible,Neutral,5,51,1.92
15,157,62,Female,22,Afternoon,Low,Low,Red,Upright,No Object,Visible,Sad,2,21,2.18
12,174,69,Female,37,Afternoon,Low,High,Purple,Mixed,Laptop,Partially Visible,Sad,10,24,1.6
15,151,69,Male,25,Evening,Medium,High,Blue,Bending,No Object,Visible,Happy,9,24,1.65
24,146,80,Male,40,Night,Low,High,Brown,Moving,No Object,Visible,Neutral,1,50,2.45
6,175,75,Female,15,Night,Medium,Low,Purple,Upright,Purse,Visible,Happy,4,30,2.32
24,179,48,Male,24,Night,Medium,Low,Black,Moving,Bag,Visible,Sad,6,46,2.23
13,178,85,Female,43,Afternoon,Medium,Medium,Brown,Bending,Purse,Visible,Neutral,6,18,1.84
20,180,82,Male,41,Morning,Medium,Low,Black,Bending,Purse,Visible,Happy,2,56,2.73
13,181,50,Male,59,Morning,Low,Low,Yellow,Moving,No Object,Partially Visible,Happy,6,31,2.47
11,172,93,Female,55,Afternoon,Very High,Low,Red,Moving,Bag,Partially Visible,Neutral,10,59,1.88
20,168,78,Male,50,Afternoon,Medium,Low,Green,Bending,No Object,Not Visible,Happy,3,29,2.21
18,183,49,Female,12,Morning,Medium,Low,Brown,Upright,No Object,Visible,Neutral,2,7,1.97
7,160,69,Female,40,Morning,Medium,High,Red,Moving,No Object,Visible,Sad,5,19,1.4
19,149,86,Male,22,Morning,High,Low,Purple,Upright,No Object,Visible,Happy,6,29,1.97
20,178,58,Male,24,Evening,Low,Medium,Brown,Mixed,Purse,Partially Visible,Neutral,4,12,1.87
12,157,91,Male,22,Afternoon,Low,Medium,Red,Upright,Purse,Visible,Neutral,2,47,2.55
23,189,65,Female,33,Morning,High,High,Red,Upright,No Object,Visible,Neutral,1,24,1.53
17,163,56,Male,17,Evening,High,High,Blue,Upright,No Object,Partially Visible,Happy,9,50,1.71
11,183,62,Female,37,Night,Medium,Medium,Brown,Bending,No Object,Visible,Happy,2,58,2.53
5,146,71,Female,19,Afternoon,Medium,Medium,Black,Upright,No Object,Partially Visible,Sad,4,9,1.47
18,174,79,Female,36,Afternoon,Very High,Medium,Black,Moving,Bag,Partially Visible,Neutral,9,20,1.15
9,165,91,Male,42,Afternoon,Low,Medium,Black,Bending,Purse,Not Visible,Neutral,7,38,2.08
20,165,54,Male,20,Afternoon,Low,Medium,Black,Upright,No Object,Visible,Sad,1,52,2.51
15,156,93,Female,16,Afternoon,Medium,Medium,Green,Bending,No Object,Visible,Happy,2,54,2.49
14,188,71,Female,50,Night,Medium,Medium,Red,Moving,Laptop,Partially Visible,Happy,6,15,1.69
8,162,51,Male,47,Night,High,Low,Red,Moving,Laptop,Visible,Happy,4,17,1.82
19,183,91,Female,24,Afternoon,High,Low,Brown,Upright,Bag,Visible,Neutral,11,15,1.49
8,164,62,Male,54,Night,Medium,Low,Yellow,Mixed,No Object,Visible,Neutral,2,24,2.19
13,147,76,Female,22,Night,High,Medium,Blue,Upright,Purse,Visible,Neutral,1,38,1.88
